id,Top 1,Top 2,Top 3,Top 4,Top 5,Top 6,Top 7,Top 8,Top 9,Top 10,Top 11,Top 12,Top 13,Top 14,Top 15,Top 16,Top 17,Top 18,Top 19,Top 20
2409,9018419000,9018902090,9018908190,9018908900,9018909000,9018411000,9018501090,9018902010,9018908110,9018901000,9018492000,9018491000,9018509000,9018498000,9018209000,9018903000,9018501010,9018499000,9018907000,9018493000
2410,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2411,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2412,8479901020,8549999000,6912002000,8549399000,8543702020,8509809000,8549319000,8549392000,8549391000,8549312000,8418291000,8509801000,8509803000,7418109030,8509802000,8549311000,7615109030,8535902000,8510300000,8510903000
2413,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2414,5601301000,8445202000,8445209000,8445201090,8445203000,8445201010,5601309000,5601290000,8445309000,8445301000,5601210000,8445120000,8445302000,5601220000,8445409000,8445909000,8445199000,8445401000,8445110000,8445130000
2415,7115909090,7115901090,7113209000,7113202000,7113203000,7113201000,7114200000,7112919000,7112929000,7115909020,7112911000,7112921000,7112999000,7112300000,7115909010,7112991000,9111901000,7115901010,8311101000,8311901000
2416,8445201010,8445203000,8445202000,8445209000,8445201090,8445909000,8445301000,8445302000,8445309000,8445901000,8445199000,8445902000,8445409000,5308909000,8445120000,8445110000,8445130000,8445191000,5308901000,8445401000
2417,4203400000,6405900000,4303101900,4303102990,4303101300,6217900000,4303102600,4303102100,4303101600,4303101100,4303102920,6205900000,4303102200,4303101200,6205200000,6217100000,4303900000,6205301000,6205302000,6211399000
2418,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2420,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2421,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2422,8446100000,8446301010,8446301090,8446309000,8446290000,8446210000,8446303000,8446302000,5911100000,5801260000,5801900000,5209590000,5801270000,5801230000,5209190000,5208190000,5209290000,5208290000,5209390000,5208390000
2423,8703601000,8703249010,8703801000,8703321010,8703701000,8703329010,8703337000,8703401000,8703317000,8703501000,8703102000,4011109000,8703502000,8703702000,8703602000,8703338000,8703402000,8703329020,8703321020,8703318000
2424,5601301000,8445202000,8445209000,8445201090,8445203000,8445201010,5601309000,5601290000,8445309000,5601210000,8445301000,8445120000,5601220000,8445302000,8445409000,8445909000,8445199000,8445401000,8445110000,8445130000
2425,3921199090,3915909090,3921191090,3921192090,3921193090,3921194090,3917399000,3917391000,3917392000,3920999090,7507200000,6906002000,3920920000,3921199020,3920991000,3915905000,3915902000,3915901000,7507120000,3920930000
2426,9018419000,9018411000,9018908900,9018902090,9018908190,9018909000,9018492000,9018491000,9018501090,9018901000,9018209000,9018498000,9018499000,9018908110,9018902010,9018509000,9018903000,9018501010,9018493000,9018905000
2427,8419899010,8419899020,8419899030,8419899040,8419899050,8438101000,8419899090,8422409010,8419899080,8422404000,8422409090,8422902000,8438109000,8438809000,8438501000,8419891000,8422409030,8419899070,8431430000,8422409020
2428,4802100000,4802200000,4802400000,4802571020,4802611010,4802619010,4802551030,4802551020,4802581010,4802589010,4802582010,4802611090,4802619090,4802549010,4802541010,4802579010,4802571010,4802582090,4802589090,4802581090
2429,8542900000,8542321090,8549999000,9403990000,8542392000,8542393000,8542391000,8542394000,8549399000,8542321030,9403910000,8549392000,8708303000,8542332000,8542322000,8542333000,8542323000,8542331000,8543901000,8549391000
2430,7115909090,7115901090,7113209000,7113203000,7113201000,7113202000,7114200000,7112919000,7115909020,7112929000,7112911000,7112921000,7115909010,7112999000,7112300000,7112991000,7115901010,7114199000,7112992000,7114191000
2431,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2432,8451403000,8451402000,8439309000,8451401000,8451909000,8451809090,8451100000,8451809030,8451902000,8439301000,8451802000,8451809010,8451803000,8451801000,8451509000,8439302000,8451809050,8451809020,8451502000,8451290000
2433,3915909090,3921199090,3915905000,3915902000,3915901000,3915909030,3915909010,3915904000,3921191090,3921194090,3921193090,3921192090,3915903000,3920999090,3920920000,3920991000,3920930000,3921199020,3920940000,3921194010
2434,5601301000,8445202000,8445209000,8445201090,8445203000,8445201010,5601309000,5601290000,8445309000,5601210000,8445301000,8445120000,5601220000,8445302000,8445409000,8445909000,8445199000,8445401000,8445110000,8445130000
2435,9406909000,9406200000,8457200000,5702490000,5702390000,5702990000,5702320000,5702420000,5702920000,5702310000,5702410000,5702910000,4011801090,4011809090,9406100000,9406901000,9406903000,9406902000,7016901000,4011809010
2436,5808100000,8807909000,5808900000,8704909090,6305390000,4302300000,1604191090,1604199090,4302209090,3006921090,4302205000,4302201000,4302209020,4302204000,4302209030,4302207000,4302203000,1604191010,4302202000,1604180000
2437,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2438,1704100000,1704901000,1704902090,1704909000,1806901000,1704902020,1704902010,1806321000,1806311000,1702909000,2940001090,2940002090,1702903000,1702902000,2940001010,2940001020,2940001030,2940002010,1702901000,1806201000
2439,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2440,2523100000,2523901000,2523290000,2523909000,2523300000,2523210000,3006401000,3006403000,6810999000,3006402000,2522300000,8485300000,3816001000,6810992000,2521009000,8417801010,6810993000,7401002000,2521001000,3214101080
2441,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2442,4203400000,6405900000,4303101900,4303102990,4303101300,6217900000,4303102600,4303102100,4303101600,4303101100,4303102920,6205900000,4303102200,4303101200,6205200000,6217100000,4303900000,6205301000,6205302000,6211399000
2443,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2444,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2445,8446301010,8446100000,8446301090,8446309000,8446290000,8446210000,8446303000,8446302000,5801260000,5911100000,5801270000,5801230000,5209590000,5209190000,5208190000,5208290000,5209290000,5208390000,5209390000,5801220000
2446,2206009090,2206002090,2206001090,8462321090,8462322090,2206002030,2206002020,2206002010,2206001010,2206001020,8462322010,8462321010,2403191000,2206009010,2106901020,2403911000,2403110000,2401109000,2403991000,2403199000
2447,8523802010,8523592010,8523491010,8523499010,8523292010,8523512010,8473303000,8473309010,8419899050,8419899090,8419899080,8419891000,9506190000,8419899070,8419899010,8419899020,8419899030,8419899040,8419899060,9506110000
2448,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2449,6205200000,6205900000,6205301000,6205302000,6105100000,4303101900,4303102990,6105900000,4203101090,4203109090,4203103090,4303101300,4303101100,4303101600,4303102100,4303102600,4303102920,4303101200,4303102200,4203103070
2450,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2451,8446100000,8446309000,8446301090,5107101000,5106101000,8446290000,8446301010,8446210000,5801100000,8446303000,5112111000,8446302000,5111111000,5112191000,5111191000,7019801000,5911100000,5106109000,7019809000,6806102000
2452,3825690000,3824992210,3825610000,3824992290,3824992900,3824993990,3824999090,3824999051,3824994200,3824995100,3824996300,3824999010,3824996500,3824997200,3824600000,3824999052,3824994300,3824991000,3824997400,3824997300
2452,3824992210,3825690000,3824999090,3824992290,3824992900,3824993990,3825610000,3824999051,3824994200,3824996300,3824995100,3824999010,3824996500,3824997200,3824600000,3824999052,3824994300,3824991000,3824997300,3824997400
2453,4707100000,4809901000,4809202000,4809904000,4809902090,4809909000,4809201000,4810992000,4802200000,4802100000,4802611010,4802619010,4802589010,4802582010,4802581010,4809902010,4816903000,4802541010,4802549010,4802571010
2454,8445201010,8445203000,8445202000,8445201090,8445209000,8445302000,8445301000,8445909000,5308909000,8445309000,8445199000,8445901000,5308901000,8445902000,8445409000,5308100000,8445110000,8445120000,8445130000,8445191000
2455,8708991040,8708991010,8708991020,8708991030,8708991050,8708999000,8708959000,8704601010,8704909090,8708910000,8708930000,8704901010,8704609010,8708700000,8704609090,8708951000,8714990000,8708100000,8708400000,8704909010
2456,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2457,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2458,8446301010,8446100000,8446309000,8446301090,8446290000,8446210000,8446303000,8446302000,5802100000,5801260000,5209590000,5802200000,5801270000,5208190000,5209190000,5801230000,5208290000,5209290000,5209390000,5208390000
2459,2106901090,2106903029,210690909,2106909099,2106903019,180690211,1806902920,2106901020,2202991000,1605591090,1605599090,1605592090,2202992000,1806903010,3302101000,8476891000,1605550000,7320909000,1605542099,160554209
2460,9018419000,9018411000,9018902090,9018908190,9018908900,9018909000,9018492000,9018491000,9018501090,9018901000,9018209000,9018498000,9018499000,9018908110,9018902010,9018509000,9018903000,9018501010,9018493000,9018905000
2461,8419899050,8419899010,8419899020,8419899030,8419899040,8419899090,8419810000,8419899080,8419891000,8419899070,8419899060,8419909020,8419909030,8419600000,8419909090,8419200000,8419909040,8419390000,2813900000,8419509000
2462,9018419000,9018411000,9018902090,9018908900,9018908190,9018909000,9018492000,9018491000,9018501090,9018901000,9018209000,9018498000,9018499000,9018902010,9018908110,9018509000,9402101000,9018903000,9018501010,9018493000
2463,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2464,6205200000,6205900000,6205301000,6205302000,6105100000,4303101900,4303102990,6105900000,4203101090,4203109090,4203103090,4303101300,4303101100,4303101600,4303102100,4303102600,4303102920,4303101200,4303102200,4203103070
2465,8807909000,8704909090,6305900000,5308901000,5308100000,3006921090,5308200000,5308909000,5509990000,6305200000,8704901020,8704901010,6305390000,8901901000,6305100000,5407613000,5407530000,5407730000,5407430000,5407693000
2466,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2467,6006900000,4203109010,4203103010,4203101010,6117900000,6117800000,6005900000,6003900000,6114200000,4203103090,4203101090,4203109090,6114900000,4203103070,6113001000,6113002000,6113003000,4203103050,4203102000,6003200000
2468,7326909000,7325993000,7225401000,7225301000,7228200000,7228100000,7213200000,7323930000,7227200000,7324291000,7227100000,7227901000,7225190000,7229200000,7228309000,7226190000,7229902010,7229901010,7229909010,7228609000
2469,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2470,6006900000,4203109010,4203103010,4203101010,6117900000,6117800000,6005900000,6003900000,6114200000,4203103090,4203101090,4203109090,6114900000,4203103070,6113001000,6113002000,6113003000,4203103050,4203102000,6003200000
2471,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2472,8523802010,8523592010,8523499010,8523491010,8523292010,8523512010,8473303000,8473309010,8419899050,8419899090,8419899080,8419891000,9506190000,8419899070,8419899010,8419899020,8419899030,8419899040,8419899060,9506110000
2473,4203400000,6405900000,4303101900,4303102990,4303101300,6217900000,4303102600,4303102100,4303101600,4303101100,4303102920,6205900000,4303102200,4303101200,6205200000,6217100000,4303900000,6205301000,6205302000,6211399000
2474,8419899010,8419899020,8419899040,8419899030,8419899050,8438101000,8419899090,8438809000,8438109000,8422409010,8419899080,8422404000,8438501000,8422409090,8422902000,8419891000,8422409030,8419899070,8438400000,8431430000
2475,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2476,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2477,3825690000,3824992210,3825610000,3824992290,3824992900,3824993990,3824999090,3824999051,3824994200,3824995100,3824996300,3824999010,3824996500,3824997200,3824600000,3824999052,3824994300,3824991000,3824997400,3824997300
2478,8521909000,8521901000,8521100000,8528711000,8525899000,8525810000,8525830000,8525820000,8525892000,8525893000,8529903020,8525891000,9504501000,8525509000,8525501000,8543702030,8525609000,8525502000,8528492090,8528491090
2479,8445201010,8445203000,8445202000,8445201090,8445209000,8445302000,8445301000,8445909000,5308909000,8445309000,8445199000,8445901000,5308901000,8445902000,8445409000,5308100000,8445110000,8445120000,8445130000,8445191000
2480,6211429000,6211499000,6211431000,6211432000,6112490000,6112410000,6211491000,6206300000,6210503000,6210502000,6210501000,6206900000,4203103090,4203101090,4203109090,6211421000,6106100000,6106900000,4203103070,4203103050
2481,9018501090,9018509000,9018501010,9002199000,9002191000,9001903000,9001509000,9001400000,9001300000,9001501000,9018419000,9018411000,9018492000,9018491000,9018498000,9002119090,9018499000,9018908110,9018902010,9018908190
2482,3402902000,8451401000,3402501000,8451100000,3402390000,4304002000,4304001000,8450900000,3402903000,3402509000,8451402000,3402502000,8451403000,8450200000,3402901000,8422110000,8422190000,6114900000,6111901000,8451909000
2483,6006900000,6117900000,6105100000,6117800000,6105900000,6005900000,6003900000,6114200000,4203101090,4203109090,4203103090,6114900000,4203103070,6113002000,6113003000,6113001000,4203103050,4203102000,6003200000,6006230000
2484,4203400000,6405900000,4303101900,4303102990,4303101300,6217900000,4303102600,4303102100,4303101600,4303101100,4303102920,6205900000,4303102200,4303101200,6205200000,6217100000,4303900000,6205301000,6205302000,6211399000
2485,203299000,304991000,304899000,203210000,304840000,304850000,304895000,304894000,207552090,304891000,304860000,2005999000,304893000,207551000,304999000,207552010,304892000,304911000,304921000,2005991000
2486,4421100000,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000
2487,2716000000,8548009000,8543702020,8548001000,8549999000,8535902000,8536300000,8549319000,8546909000,8543703000,8549399000,8543709090,8543702090,8536902000,8487909090,8535909000,8536909090,8525502000,8525602000,8549312000
2488,2716000000,8548009000,8543702020,8548001000,8549999000,8535902000,8536300000,8543702050,8546909000,8543703000,8549399000,8543702090,8543709090,8543200000,8487909090,8535909000,8536909090,8525502000,8525602000,8419899050
2489,6205200000,6205900000,6205301000,6205302000,6105100000,4303101900,4303102990,6105900000,4203101090,4203109090,4203103090,4303101300,4303101100,4303101600,4303102100,4303102600,4303102920,4303101200,4303102200,4203103070
2490,4203400000,6405900000,4303101900,4303102990,4303101300,6217900000,4303102600,4303102100,4303101600,4303101100,4303102920,6205900000,4303102200,4303101200,6205200000,6217100000,4303900000,6205301000,6205302000,6211399000
2492,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2493,2713200000,2713120000,2713110000,2713900000,2709001090,2710209732,2710201050,2710209220,2710209110,2710197320,2710125000,2710191010,2710192020,2710209410,2710209420,271020973,2710194010,2710194020,2709001020,2709001030
2495,4203400000,6405900000,4303101900,4303102990,4303101300,6217900000,4303102600,4303102100,4303101600,4303101100,4303102920,6205900000,4303102200,4303101200,6205200000,6217100000,4303900000,6205301000,6205302000,6211399000
2496,6205200000,6205900000,6205301000,6205302000,6105100000,4303101900,4303102990,6105900000,4203101090,4203109090,4203103090,4303101300,4303101100,4303101600,4303102100,4303102600,4303102920,4303101200,4303102200,4203103070
2497,8445201010,8445203000,8445202000,8445209000,8445201090,8445909000,8445301000,8445302000,8445309000,8445901000,8445199000,8445902000,8445409000,5308909000,8445120000,8445110000,8445130000,8445191000,5308901000,8445401000
2498,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2499,2716000000,8543702020,8548009000,8548001000,8535902000,8549999000,8536300000,8543709090,8543702090,8543703000,8525602000,8525502000,8536909090,8546909000,8535909000,8543702010,8543701000,8543702040,8549399000,8543909000
2499,5808100000,8807909000,5808900000,8704909090,6305390000,4302300000,1604191090,1604199090,4302209090,3006921090,4302205000,4302201000,4302209020,4302204000,4302209030,4302207000,4302203000,1604191010,4302202000,1604180000
2500,2101129090,2101129010,8515291000,4820100000,2101121000,8476891000,2309902010,210690902,8419509000,2106909070,8419501000,4820900000,2101209090,2101209019,210120901,2101201000,2309903020,2309902020,2101209011,2309903010
2501,8903110000,8903120000,8903190000,8903991000,8407210000,8903931000,5204190000,8901100000,5204110000,8906100000,5204200000,8704601010,8901200000,8903999000,8906900000,8704601020,8908001000,8704609090,8704521010,8704511010
2502,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2503,8443140000,8443150000,8443191000,8443130000,8443160000,8443170000,8443110000,8443192000,8443199000,8443120000,8443919000,8443911090,8443911010,8443911020,8443999000,8443994090,8443994030,8443991000,8443994020,8443994010
2504,3824992210,3824994300,3824996500,3824999090,3824993990,3824992900,3824992290,3824997600,3824997100,2931901000,2930902000,2926903000,3824999051,3824994200,3824996300,3824995100,2933921000,2933999010,2932999010,3824996600
2505,8807909000,5808100000,8704909090,6305390000,5804299000,5804103000,3006921090,5808900000,5804300000,5804109000,5806320000,6305330000,8704901020,5801900000,6305320000,5801360000,8704901010,6305900000,5811004000,5801370000
2506,2713200000,2713900000,2709001090,2713120000,2713110000,2710209410,2710209420,2710209110,2710209220,2710209210,2710194010,2710194020,2709001060,2709001040,2709001030,2709001020,2709001010,2709001070,2709001080,2709001050
2507,8455220000,6006900000,6005900000,8455100000,8447111000,8447202010,8447202020,8447120000,8447201020,6116990000,8455309000,8455210000,5601309000,6005440000,6005420000,5601301000,6005240000,6005220000,6005410000,8447201010
2508,4203400000,6405900000,4303101900,4303102990,4303101300,6217900000,4303102600,4303102100,4303101600,4303101100,4303102920,6205900000,4303102200,4303101200,6205200000,6217100000,4303900000,6205301000,6205302000,6211399000
2509,8417802000,9010501000,8514191000,9027892090,9030890000,9018129000,9030396000,9030820000,9027810000,9027892020,9027892010,9027892030,9018909000,9018901000,9018139000,9403609090,9010509000,9030840000,9403209000,8417801090
2510,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2511,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2512,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2513,6211329000,6211399000,6211321000,4203109010,4203103010,4203101010,6211331000,6211332000,6112390000,6112310000,6211391000,6211119000,6203120000,6203190000,6203110000,6211111000,6205200000,6205900000,6205301000,6205302000
2514,7115901090,7115909090,7113209000,7113203000,7113201000,7113202000,7114200000,7112919000,7112929000,7115909020,7112911000,7112921000,7112999000,7115909010,7112300000,7112991000,7115901010,7114199000,7112992000,7114191000
2515,7115909090,7115901090,7113209000,7113203000,7113202000,7113201000,7114200000,7112919000,7112929000,7115909020,7112911000,7112921000,7112999000,7115909010,7112300000,7112991000,7115901010,7114199000,7112992000,7114191000
2516,6205200000,4203109090,4203101090,4203103090,4203103020,4203109020,4203101020,6205900000,6205301000,4203103070,4203103050,4203102000,6205302000,4303101900,4303102990,4203101010,4203109010,4203103010,6211399000,6211329000
2517,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2518,3102101000,3102909000,3102109000,3102800000,3102300000,2929900000,3102292000,3102210000,3102509000,2933999090,2933929000,3102600000,3102291000,3102501000,3102400000,2929109000,2814100000,3102901000,2933921000,2933999010
2519,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2520,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2521,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2522,8419899050,8419899090,8419899010,8419899020,8419899030,8419899040,8419899080,8419891000,8419899070,8419899060,8419810000,8419909030,8419909020,9018419000,8419200000,8419909040,9018411000,8419600000,9010509000,8419909090
2523,6006900000,6109101000,6109901010,6109902010,6109903010,6109909010,6109109000,6109909090,6109901090,6109902090,6109903090,6117900000,6117800000,6005900000,6003900000,6114200000,4203101090,4203109090,4203103090,6114900000
2524,3006922090,3006924000,3006923000,3006925000,3006922031,3006922032,3006921090,300692203,3006922020,3006922010,3006500000,3006921010,3006910000,3006600000,7017900000,1905909010,3006402000,3006401000,8807909000,3006403000
2524,3006922090,3006924000,3006923000,3006925000,3006922031,3006922032,300692203,3006922020,3006922010,3006921090,3403991000,3403992000,3403999000,3402502000,3006600000,3403911000,3403912000,3403919000,3402501000,3304209000
2525,8419899050,8419899010,8419899090,8419899020,8419899030,8419899040,8419899080,8419891000,8419899070,8419899060,8419810000,8419909030,8419909020,8419600000,8419909040,8419200000,9506190000,8419909090,9506110000,8419390000
2526,4203400000,6217100000,6217900000,4303102990,4303101900,6405900000,4303101300,4303101100,4303102100,4303102600,4303101600,4303102920,6117800000,4303101200,4303102200,6117900000,6209902000,4303900000,6812910000,4015901000
2527,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2528,3006922090,3006924000,3006923000,3006925000,3006921090,3006922031,3006922032,300692203,3006922020,3006922010,3006500000,3006921010,3006910000,8807909000,3006700000,8704909090,3006600000,106903090,106909000,8704901020
2529,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2530,4203400000,6405900000,4303102990,4303101900,4303101300,6217900000,4303101600,4303102100,4303101100,4303102600,4303102920,6205900000,4303102200,4303101200,6205200000,6217100000,4303900000,6205301000,6205302000,6211329000
2532,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2533,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2534,2716000000,8543702020,8548009000,8548001000,8535902000,8549999000,8536300000,8543709090,8543702090,8543703000,8525602000,8525502000,8536909090,8546909000,8535909000,8543702010,8543701000,8543702040,8549399000,8543909000
2535,6810112000,6810111000,6810199000,6810191000,6810192000,6902909000,6810999000,6802291000,6902200000,6810992000,6802299000,6802990000,6904100000,3816003000,6802920000,6902901000,7103999090,8464902000,6810993000,7103100000
2536,8807909000,6305900000,8704909090,6305200000,3006921090,6305390000,8704901020,6305100000,8704901010,8901901000,8807301000,8901902000,6305330000,6305320000,8807902000,8704909020,8807303000,8704609090,5308901000,8807200000
2537,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
2538,4203109090,4203101090,4203103090,4203103070,4203103050,4203102000,4203400000,4203109010,4203103010,4203101010,4203101060,4203103060,4203101020,4203103020,4203109020,4203301090,4203309000,4115200000,4115100000,4203301030
2539,6205200000,6205900000,6205301000,6205302000,6105100000,4303101900,4303102990,6105900000,4203101090,4203109090,4203103090,4303101300,4303101100,4303101600,4303102100,4303102600,4303102920,4303101200,4303102200,4203103070
2540,9018419000,9018411000,9018902090,9018908900,9018908190,9018909000,9018492000,9018491000,9018501090,9018901000,9018209000,9018498000,9018499000,9018902010,9018908110,9018509000,9402101000,9018903000,9018501010,9018493000
2541,7217900000,7229902090,7229901090,7229909090,7223000000,7505220000,7505210000,7408190000,7313001000,7326200000,7229200000,7904003000,7229901010,7229902010,7229909010,7313009000,7217200000,7217309000,7217100000,731210201
2542,4203400000,6405900000,4303101900,4303102990,4303101300,6217900000,4303102600,4303102100,4303101600,4303101100,4303102920,6205900000,4303102200,4303101200,6205200000,6217100000,4303900000,6205301000,6205302000,6211399000
2543,101211000,7313001000,7310210000,7310290000,7311001000,7311002000,7311003000,731210101,7312101011,7312101019,731210109,7312101091,7312101092,7312101099,731210201,7312102011,7312102019,731210209,7312102091,7312102092
2544,6006900000,6109101000,6109901010,6109902010,6109903010,6109909010,6109109000,6109909090,6109901090,6109902090,6109903090,6117900000,6117800000,6005900000,6003900000,6114200000,4203101090,4203109090,4203103090,6114900000
